DN,objectClass,distinguishedName,instanceType,whenCreated,whenChanged,subRefs,uSNCreated,dSASignature,uSNChanged,name,objectGUID,creationTime,forceLogoff,lockoutDuration,lockOutObservationWindow,lockoutThreshold,maxPwdAge,minPwdAge,minPwdLength,modifiedCountAtLastProm,nextRid,pwdProperties,pwdHistoryLength,objectSid,serverState,uASCompat,modifiedCount,auditingPolicy,nTMixedDomain,rIDManagerReference,fSMORoleOwner,systemFlags,wellKnownObjects,objectCategory,isCriticalSystemObject,gPLink,dSCorePropagationData,otherWellKnownObjects,masteredBy,ms-DS-MachineAccountQuota,msDS-Behavior-Version,msDS-PerUserTrustQuota,msDS-AllUsersTrustQuota,msDS-PerUserTrustTombstonesQuota,msDs-masteredBy,msDS-IsDomainFor,msDS-NcType,dc,cn,description,showInAdvancedViewOnly,ou,msDS-TombstoneQuotaFactor,displayName,flags,versionNumber,gPCFunctionalityVersion,gPCFileSysPath,gPCMachineExtensionNames,ipsecName,ipsecID,ipsecDataType,ipsecData,ipsecISAKMPReference,ipsecNFAReference,ipsecOwnersReference,ipsecNegotiationPolicyReference,ipsecFilterReference,iPSECNegotiationPolicyType,iPSECNegotiationPolicyAction,revision,memberOf,userAccountControl,badPwdCount,codePage,countryCode,badPasswordTime,lastLogoff,lastLogon,logonHours,pwdLastSet,primaryGroupID,adminCount,accountExpires,logonCount,sAMAccountName,sAMAccountType,lastLogonTimestamp,groupType,member,samDomainUpdates,localPolicyFlags,operatingSystem,operatingSystemVersion,serverReferenceBL,dNSHostName,rIDSetReferences,servicePrincipalName,msDS-AdditionalDnsHostName,msDS-SupportedEncryptionTypes,msDS-GenerationId,msDFSR-ComputerReferenceBL,rIDAvailablePool,rIDAllocationPool,rIDPreviousAllocationPool,rIDUsedPool,rIDNextRID,dnsRecord,msDFSR-Flags,msDFSR-ReplicationGroupType,msDFSR-FileFilter,msDFSR-DirectoryFilter,serverReference,msDFSR-ComputerReference,msDFSR-MemberReferenceBL,msDFSR-Version,msDFSR-ReplicationGroupGuid,msDFSR-MemberReference,msDFSR-RootPath,msDFSR-StagingPath,msDFSR-Enabled,msDFSR-Options,msDFSR-ContentSetGuid,msDFSR-ReadOnly,sn,physicalDeliveryOfficeName,telephoneNumber,givenName,department,userPrincipalName,mail
"CN=Cryptographic Operators,CN=Builtin,DC=HAKAN,DC=LOCAL",group,"CN=Cryptographic Operators,CN=Builtin,DC=HAKAN,DC=LOCAL",4,20221018175327.0Z,20221018175327.0Z,,8224,,8224,Cryptographic Operators,X'84b27be44448704287eea6bb6719ba72',,,,,,,,,,,,,X'01020000000000052000000039020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000000.0Z,,,,,,,,,,,,Cryptographic Operators,Members are authorized to perform cryptographic operations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cryptographic Operators,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Event Log Readers,CN=Builtin,DC=HAKAN,DC=LOCAL",group,"CN=Event Log Readers,CN=Builtin,DC=HAKAN,DC=LOCAL",4,20221018175327.0Z,20221018175327.0Z,,8225,,8225,Event Log Readers,X'078c065966eb4a43a6eab6c6b8d6b1e8',,,,,,,,,,,,,X'0102000000000005200000003d020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000000.0Z,,,,,,,,,,,,Event Log Readers,Members of this group can read event logs from local machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event Log Readers,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Certificate Service DCOM Access,CN=Builtin,DC=HAKAN,DC=LOCAL",group,"CN=Certificate Service DCOM Access,CN=Builtin,DC=HAKAN,DC=LOCAL",4,20221018175327.0Z,20221018175327.0Z,,8226,,8226,Certificate Service DCOM Access,X'b3b1151b94b8414baec73141cbc095b6',,,,,,,,,,,,,X'0102000000000005200000003e020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000000.0Z,,,,,,,,,,,,Certificate Service DCOM Access,Members of this group are allowed to connect to Certification Authorities in the enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificate Service DCOM Access,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=RDS Remote Access Servers,CN=Builtin,DC=HAKAN,DC=LOCAL",group,"CN=RDS Remote Access Servers,CN=Builtin,DC=HAKAN,DC=LOCAL",4,20221018175327.0Z,20221018175327.0Z,,8227,,8227,RDS Remote Access Servers,X'6d41141f192df641b6da52840c296e7e',,,,,,,,,,,,,X'0102000000000005200000003f020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000000.0Z,,,,,,,,,,,,RDS Remote Access Servers,"Servers in this group enable users of RemoteApp programs and personal virtual desktops access to these resources. In Internet-facing deployments, these servers are typically deployed in an edge network. This group needs to be populated on servers running RD Connection Broker. RD Gateway servers and RD Web Access servers used in the deployment need to be in this group.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RDS Remote Access Servers,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=RDS Endpoint Servers,CN=Builtin,DC=HAKAN,DC=LOCAL",group,"CN=RDS Endpoint Servers,CN=Builtin,DC=HAKAN,DC=LOCAL",4,20221018175327.0Z,20221018175327.0Z,,8228,,8228,RDS Endpoint Servers,X'0f0f52103eeb1348bca167f1abd9967f',,,,,,,,,,,,,X'01020000000000052000000040020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000000.0Z,,,,,,,,,,,,RDS Endpoint Servers,Servers in this group run virtual machines and host sessions where users RemoteApp programs and personal virtual desktops run. This group needs to be populated on servers running RD Connection Broker. RD Session Host servers and RD Virtualization Host servers used in the deployment need to be in this group.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RDS Endpoint Servers,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=RDS Management Servers,CN=Builtin,DC=HAKAN,DC=LOCAL",group,"CN=RDS Management Servers,CN=Builtin,DC=HAKAN,DC=LOCAL",4,20221018175327.0Z,20221018175327.0Z,,8229,,8229,RDS Management Servers,X'29e77fed9c301a479d4db45fd9260333',,,,,,,,,,,,,X'01020000000000052000000041020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000000.0Z,,,,,,,,,,,,RDS Management Servers,Servers in this group can perform routine administrative actions on servers running Remote Desktop Services. This group needs to be populated on all servers in a Remote Desktop Services deployment. The servers running the RDS Central Management service must be included in this group.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RDS Management Servers,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Hyper-V Administrators,CN=Builtin,DC=HAKAN,DC=LOCAL",group,"CN=Hyper-V Administrators,CN=Builtin,DC=HAKAN,DC=LOCAL",4,20221018175327.0Z,20221018175327.0Z,,8230,,8230,Hyper-V Administrators,X'd8c555e025d50b4b840abd891515b682',,,,,,,,,,,,,X'01020000000000052000000042020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000000.0Z,,,,,,,,,,,,Hyper-V Administrators,Members of this group have complete and unrestricted access to all features of Hyper-V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyper-V Administrators,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Access Control Assistance Operators,CN=Builtin,DC=HAKAN,DC=LOCAL",group,"CN=Access Control Assistance Operators,CN=Builtin,DC=HAKAN,DC=LOCAL",4,20221018175327.0Z,20221018175327.0Z,,8231,,8231,Access Control Assistance Operators,X'e332d99f36f23e44bf0736393355df4a',,,,,,,,,,,,,X'01020000000000052000000043020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000000.0Z,,,,,,,,,,,,Access Control Assistance Operators,Members of this group can remotely query authorization attributes and permissions for resources on this computer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Access Control Assistance Operators,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Remote Management Users,CN=Builtin,DC=HAKAN,DC=LOCAL",group,"CN=Remote Management Users,CN=Builtin,DC=HAKAN,DC=LOCAL",4,20221018175327.0Z,20221018175327.0Z,,8232,,8232,Remote Management Users,X'1c5737cdd2d88449aff3b62fd4c24e9d',,,,,,,,,,,,,X'01020000000000052000000044020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000000.0Z,,,,,,,,,,,,Remote Management Users,Members of this group can access WMI resources over management protocols (such as WS-Management via the Windows Remote Management service). This applies only to WMI namespaces that grant access to the user.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remote Management Users,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Server,CN=System,DC=HAKAN,DC=LOCAL",samServer,"CN=Server,CN=System,DC=HAKAN,DC=LOCAL",4,20221018175327.0Z,20221018175919.0Z,,8233,,12710,Server,X'8dd82293b77fbd4db6bb19e42353356f',,,,,,,,,,,,,,,,,,,,,-1946157056,,"CN=Sam-Server,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,Server,,TRUE,,,,,,,,,,,,,,,,,,,,65543,,,,,,,,,,,,,,,,,,,,X'fe0f',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=DC-DNS-ANK,OU=Domain Controllers,DC=HAKAN,DC=LOCAL",computer,"CN=DC-DNS-ANK,OU=Domain Controllers,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221019192330.0Z,,12293,,20493,DC-DNS-ANK,X'3fd52719c161fd468e542fe6d0c1a15d',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f7e9030000',,,,,,,,,,"CN=Computer,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,DC-DNS-ANK,,,,,DC-DNS-ANK$,,,,,,,,,,,,,,,,,,,532480,0,0,0,0,0,133109376271314963,,133105892636731292,516,,9223372036854775807,26,DC-DNS-ANK$,805306369,133105892875763282,,,,0,Windows Server 2012 R2 Datacenter Evaluation,6.3 (9600),"CN=DC-DNS-ANK,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=HAKAN,DC=LOCAL",DC-DNS-ANK.HAKAN.LOCAL,"CN=RID Set,CN=DC-DNS-ANK,OU=Domain Controllers,DC=HAKAN,DC=LOCAL",Dfsr-12F9A27C-BF97-4787-9364-D31B6C55EB04/DC-DNS-ANK.HAKAN.LOCAL;ldap/WIN-Q61PFPFQTET/HAKAN;HOST/WIN-Q61PFPFQTET/HAKAN.LOCAL;ldap/WIN-Q61PFPFQTET/ForestDnsZones.HAKAN.LOCAL;HOST/WIN-Q61PFPFQTET/HAKAN;ldap/DC-DNS-ANK/ForestDnsZones.HAKAN.LOCAL;ldap/WIN-Q61PFPFQTET/DomainDnsZones.HAKAN.LOCAL;HOST/DC-DNS-ANK/HAKAN.LOCAL;ldap/DC-DNS-ANK/DomainDnsZones.HAKAN.LOCAL;GC/DC-DNS-ANK/HAKAN.LOCAL;ldap/WIN-Q61PFPFQTET/HAKAN.LOCAL;GC/WIN-Q61PFPFQTET/HAKAN.LOCAL;ldap/DC-DNS-ANK/HAKAN.LOCAL;TERMSRV/WIN-Q61PFPFQTET;RestrictedKrbHost/WIN-Q61PFPFQTET;HOST/WIN-Q61PFPFQTET;ldap/WIN-Q61PFPFQTET;HOST/DC-DNS-ANK/HAKAN;ldap/DC-DNS-ANK/HAKAN;ldap/DC-DNS-ANK.HAKAN.LOCAL/ForestDnsZones.HAKAN.LOCAL;ldap/DC-DNS-ANK.HAKAN.LOCAL/DomainDnsZones.HAKAN.LOCAL;TERMSRV/DC-DNS-ANK;TERMSRV/DC-DNS-ANK.HAKAN.LOCAL;DNS/DC-DNS-ANK.HAKAN.LOCAL;GC/DC-DNS-ANK.HAKAN.LOCAL/HAKAN.LOCAL;RestrictedKrbHost/DC-DNS-ANK.HAKAN.LOCAL;RestrictedKrbHost/DC-DNS-ANK;HOST/DC-DNS-ANK.HAKAN.LOCAL/HAKAN;HOST/DC-DNS-ANK;HOST/DC-DNS-ANK.HAKAN.LOCAL;HOST/DC-DNS-ANK.HAKAN.LOCAL/HAKAN.LOCAL;ldap/DC-DNS-ANK.HAKAN.LOCAL/HAKAN;ldap/DC-DNS-ANK;ldap/DC-DNS-ANK.HAKAN.LOCAL;ldap/DC-DNS-ANK.HAKAN.LOCAL/HAKAN.LOCAL;RPC/d3b6f4f4-17f4-4920-90fb-94f6c7a83f3d._msdcs.HAKAN.LOCAL;E3514235-4B06-11D1-AB04-00C04FC2DCD2/d3b6f4f4-17f4-4920-90fb-94f6c7a83f3d/HAKAN.LOCAL;ldap/d3b6f4f4-17f4-4920-90fb-94f6c7a83f3d._msdcs.HAKAN.LOCAL,X'57494e2d51363150465046515445540024';X'44432d444e532d414e4b0024',28,X'b4f13fe07647f0fe',"CN=WIN-Q61PFPFQTET,CN=Topology,CN=Domain System Volume,CN=DFSR-GlobalSettings,CN=System,DC=HAKAN,DC=LOCAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=krbtgt,CN=Users,DC=HAKAN,DC=LOCAL",user,"CN=krbtgt,CN=Users,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221018181611.0Z,,12324,,16489,krbtgt,X'a44b66f9f2981348a92c520605f0a3ff',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f7f6010000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018181611.0Z;20221018175407.0Z;16010101000416.0Z,,,,,,,,,,,,krbtgt,Key Distribution Center Service Account,TRUE,,,,,,,,,,,,,,,,,,,,,"CN=Denied RODC Password Replication Group,CN=Users,DC=HAKAN,DC=LOCAL",514,0,0,0,0,0,0,,133105892474933899,513,1,9223372036854775807,0,krbtgt,805306368,,,,,,,,,,,kadmin/changepw,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Domain Computers,CN=Users,DC=HAKAN,DC=LOCAL",group,"CN=Domain Computers,CN=Users,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221018175407.0Z,,12330,,12332,Domain Computers,X'b2cef9c320495a4f823c69ab9cdf59e2',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f703020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,Domain Computers,All workstations and servers joined to the domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domain Computers,268435456,,-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Domain Controllers,CN=Users,DC=HAKAN,DC=LOCAL",group,"CN=Domain Controllers,CN=Users,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221018181611.0Z,,12333,,16491,Domain Controllers,X'601d60f4ca0cea44a90eac6934082e2e',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f704020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018181611.0Z;20221018175407.0Z;16010101000416.0Z,,,,,,,,,,,,Domain Controllers,All domain controllers in the domain,,,,,,,,,,,,,,,,,,,,,,"CN=Denied RODC Password Replication Group,CN=Users,DC=HAKAN,DC=LOCAL",,,,,,,,,,,1,,,Domain Controllers,268435456,,-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Schema Admins,CN=Users,DC=HAKAN,DC=LOCAL",group,"CN=Schema Admins,CN=Users,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221018181611.0Z,,12336,,16474,Schema Admins,X'1335699a3756ca4a9305036783055df9',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f706020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018181611.0Z;20221018175407.0Z;16010101000416.0Z,,,,,,,,,,,,Schema Admins,Designated administrators of the schema,,,,,,,,,,,,,,,,,,,,,,"CN=Denied RODC Password Replication Group,CN=Users,DC=HAKAN,DC=LOCAL",,,,,,,,,,,1,,,Schema Admins,268435456,,-2147483640,"CN=Administrator,CN=Users,DC=HAKAN,DC=LOCAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Enterprise Admins,CN=Users,DC=HAKAN,DC=LOCAL",group,"CN=Enterprise Admins,CN=Users,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221018181611.0Z,,12339,,16478,Enterprise Admins,X'b3f8d3bf9ba88e4aaf78bed49663e625',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f707020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018181611.0Z;20221018175407.0Z;16010101000416.0Z,,,,,,,,,,,,Enterprise Admins,Designated administrators of the enterprise,,,,,,,,,,,,,,,,,,,,,,"CN=Denied RODC Password Replication Group,CN=Users,DC=HAKAN,DC=LOCAL;CN=Administrators,CN=Builtin,DC=HAKAN,DC=LOCAL",,,,,,,,,,,1,,,Enterprise Admins,268435456,,-2147483640,"CN=Administrator,CN=Users,DC=HAKAN,DC=LOCAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Cert Publishers,CN=Users,DC=HAKAN,DC=LOCAL",group,"CN=Cert Publishers,CN=Users,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221018175407.0Z,,12342,,12344,Cert Publishers,X'5db138a8dc250c43bcce1b5e0e48e1d9',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f705020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,Cert Publishers,Members of this group are permitted to publish certificates to the directory,,,,,,,,,,,,,,,,,,,,,,"CN=Denied RODC Password Replication Group,CN=Users,DC=HAKAN,DC=LOCAL",,,,,,,,,,,,,,Cert Publishers,536870912,,-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Domain Admins,CN=Users,DC=HAKAN,DC=LOCAL",group,"CN=Domain Admins,CN=Users,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221018181611.0Z,,12345,,16475,Domain Admins,X'69ac93a35162a348aaf1a7c58c883a9e',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f700020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018181611.0Z;20221018175407.0Z;16010101000416.0Z,,,,,,,,,,,,Domain Admins,Designated administrators of the domain,,,,,,,,,,,,,,,,,,,,,,"CN=Denied RODC Password Replication Group,CN=Users,DC=HAKAN,DC=LOCAL;CN=Administrators,CN=Builtin,DC=HAKAN,DC=LOCAL",,,,,,,,,,,1,,,Domain Admins,268435456,,-2147483646,"CN=Administrator,CN=Users,DC=HAKAN,DC=LOCAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Domain Users,CN=Users,DC=HAKAN,DC=LOCAL",group,"CN=Domain Users,CN=Users,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221018175407.0Z,,12348,,12350,Domain Users,X'a4848e06cdf84643a4cbb44cb98eb13b',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f701020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,Domain Users,All domain users,,,,,,,,,,,,,,,,,,,,,,"CN=Users,CN=Builtin,DC=HAKAN,DC=LOCAL",,,,,,,,,,,,,,Domain Users,268435456,,-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Domain Guests,CN=Users,DC=HAKAN,DC=LOCAL",group,"CN=Domain Guests,CN=Users,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221018175407.0Z,,12351,,12353,Domain Guests,X'8292ee18eb51f9458b33798b317947ef',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f702020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,Domain Guests,All domain guests,,,,,,,,,,,,,,,,,,,,,,"CN=Guests,CN=Builtin,DC=HAKAN,DC=LOCAL",,,,,,,,,,,,,,Domain Guests,268435456,,-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Group Policy Creator Owners,CN=Users,DC=HAKAN,DC=LOCAL",group,"CN=Group Policy Creator Owners,CN=Users,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221018175407.0Z,,12354,,12391,Group Policy Creator Owners,X'b55b25fee6e4b34792aaaa794017a93f',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f708020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,Group Policy Creator Owners,Members in this group can modify group policy for the domain,,,,,,,,,,,,,,,,,,,,,,"CN=Denied RODC Password Replication Group,CN=Users,DC=HAKAN,DC=LOCAL",,,,,,,,,,,,,,Group Policy Creator Owners,268435456,,-2147483646,"CN=Administrator,CN=Users,DC=HAKAN,DC=LOCAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=RAS and IAS Servers,CN=Users,DC=HAKAN,DC=LOCAL",group,"CN=RAS and IAS Servers,CN=Users,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221018175407.0Z,,12357,,12359,RAS and IAS Servers,X'b18007eff4f25349b38588a6b28798c1',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f729020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000001.0Z,,,,,,,,,,,,RAS and IAS Servers,Servers in this group can access remote access properties of users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAS and IAS Servers,536870912,,-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Server Operators,CN=Builtin,DC=HAKAN,DC=LOCAL",group,"CN=Server Operators,CN=Builtin,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221018181611.0Z,,12360,,16481,Server Operators,X'6a8439d3ac1f2c48acbd55d40797e1ec',,,,,,,,,,,,,X'01020000000000052000000025020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018181611.0Z;20221018175407.0Z;16010101000000.0Z,,,,,,,,,,,,Server Operators,Members can administer domain servers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Server Operators,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Account Operators,CN=Builtin,DC=HAKAN,DC=LOCAL",group,"CN=Account Operators,CN=Builtin,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221018181611.0Z,,12363,,16486,Account Operators,X'a153267acd9767498cf195d332f9e7b3',,,,,,,,,,,,,X'01020000000000052000000024020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018181611.0Z;20221018175407.0Z;16010101000000.0Z,,,,,,,,,,,,Account Operators,Members can administer domain user and group accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Account Operators,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Pre-Windows 2000 Compatible Access,CN=Builtin,DC=HAKAN,DC=LOCAL",group,"CN=Pre-Windows 2000 Compatible Access,CN=Builtin,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221018175407.0Z,,12366,,12393,Pre-Windows 2000 Compatible Access,X'ddeb3150f679f043b801996b7a176e71',,,,,,,,,,,,,X'0102000000000005200000002a020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000000.0Z,,,,,,,,,,,,Pre-Windows 2000 Compatible Access,A backward compatibility group which allows read access on all users and groups in the domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre-Windows 2000 Compatible Access,536870912,,-2147483643,"CN=S-1-5-11,CN=ForeignSecurityPrincipals,DC=HAKAN,DC=LOCAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Incoming Forest Trust Builders,CN=Builtin,DC=HAKAN,DC=LOCAL",group,"CN=Incoming Forest Trust Builders,CN=Builtin,DC=HAKAN,DC=LOCAL",4,20221018175407.0Z,20221018175407.0Z,,12369,,12371,Incoming Forest Trust Builders,X'1dae5966a34e754d8d08c7436782c104',,,,,,,,,,,,,X'0102000000000005200000002d020000',,,,,,,,-1946157056,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",TRUE,,20221018175407.0Z;16010101000000.0Z,,,,,,,,,,,,Incoming Forest Trust Builders,"Members of this group can create incoming, one-way trusts to this forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incoming Forest Trust Builders,536870912,,-2147483643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
